Id,Name,LOA,BOA,D,Bulkheads,BHPos,Decks,DeckPos,HullData,MaxSpeed,MediumDensity,MediumKinematicViscosity,BulbArea,AppMargin_SeaMargin_PropCoeff
1,Ship 1,83.4,18,6.7,AB BC CD,75.5 50 24.5,Main Deck-1 Deck-2 Keel,8 5 1 0,2.1 3.6 10 1.7 0.92 0.42 0.25 0.94 0.01 13 0.91 3 0.85 0.9 1 1 4 90 14 7 7.5 1.5 0 1.3 0 0 0 1.5 0 0 0 2 0 0 0 0 0 15 1 6.5 20 0.6 4,15.85,1.025,0.000001188,0,0.1 0.1 0.65
